c1,c2,c3,c4,c5,c6
Issue of driving licence.,125,2,a,,"that he is competent to drive, without danger to the public and with due consideration for other users of the road, a motor vehicle of the class or classes for which the licence is required; and"
Issue of driving licence.,125,2,b,,that he is fully conversant with the contents of the road code.
Issue of driving licence.,125,4,,,"No driving licence shall be issued to any person if he is suffering from any such disease or disability as may be prescribed, or if the Commissioner-General is satisfied that the person suffers from any physical or mental disability which is likely to prevent him from driving a motor vehicle in a safe or proper manner: Provided that, the Commissioner-General may refuse to issue a driving licence in circumstances that appear to him to be detrimental to the interest of the public."
Issue of driving licence.,125,4,a,,No Driving Licence shall be issued -
Issue of driving licence.,125,4,a,i,"in respect of motor vehicles belonging to the classes specified in item 1(i), 1(ii), 2(i), 2(ii), 2(iii), 3(i), 3(ii), 8, 9 or 11 of the Schedule to section 122 to any person who has not attained the age of eighteen years; and"
Issue of driving licence.,125,4,a,ii,"in respect of motor vehicles belonging to the classes specified in item 4(i), 4(ii), 5, 6(i), 6(ii), 7 or 10 of the Schedule to section 122 to any person who has not attained the age of twenty-one years."
Issue of driving licence.,125,4,b,,A Driving Licence issued to a person below the specified age shall have no force or effect in law.
Issue of driving licence.,125,6,,,"One of the copies of the photograph, furnished under section 124(1) by an applicant for a driving licence, shall be affixed to the licence issued to him and shall be authenticated by the Commissioner-General with a facsimile of his signature or with his official seal or stamp; and the other copy shall be filed of record in the office of the Commissioner-General."
Issue of driving licence.,125,7,,,"Every holder of a driving licence shall furnish two copies of his photograph to the Commissioner-General whenever the copy affixed to his licence under subsection (6) is faded, defaced, damaged, or torn, or whenever he is ordered to do so by the Commissioner-General, or by a court before which he is convicted under any written law of an offence in connexion with the driving of a motor vehicle. The copies furnished under this subsection shall be dealt with in the manner provided by subsection (6)."
Duration of driving license.,126,1,,,"Unless otherwise prescribed by the Minister and subject to the provisions of subsections (2) and (3) of section 126A and section 126B, Learners Permit and Driving Licence issued in respect of motor vehicles -"
Duration of driving license.,126,1,a,,"belonging to the classes specified in items 4(i), 4(ii), 5, 6(i), 6(ii), 7 and 10 of the Schedule to section 122, shall be valid for a period of four years ;"
Duration of driving license.,126,1,b,,"belonging to the classes specified in item 1(i), 1(ii), 2(i), 2(ii), 2(iii), 3(i), 3(ii), 8, 9 or 11 of the Schedule to section 122, shall be valid for a period of eight years."
Duration of driving license.,126,2,,,A driving licence which is cancelled under the succeeding provisions of this Part shall cease to be effective on the date of cancellation thereof.
Duration of driving license.,126,3,,,A driving licence which is suspended for any period under the succeeding provisions of this Part shall not be effective during the period of such suspension.
Duration of driving license.,126,4,,,A person who drives a motor vehicle on a road at any time during which his driving licence has been suspended or cancelled or where the period of validity of such licence has expired shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees.
Duration of driving license.,126,5,,,The Minister may make regulations prescribing the period of validity of driving licences issued under this Act for any class or classes of vehicles specified under section 122
Replacement of driving licences.,126A,1,,,"Notwithstanding anything to the contrary contained in this Act, the Minister may, by Order published in the Gazette, declare that every driving licence issued or deemed to be issued under this Act, bearing a serial number specified in the Order, shall be replaced with a driving licence in the form of a card in the prescribed form and fix such date as he may deem suitable for the invalidation of the first mentioned licence, so issued, notwithstanding that such licence has been issued for a specified period or for the lifetime of the holder."
Replacement of driving licences.,126A,2,,,"Where an Order under subsection (1) is made, every person who holds a driving licence bearing a serial number specified in such Order, shall make an application to the Commissioner- General for the replacement of such licence with a driving licence in the form of a card in the prescribed form on or before the date fixed for the invalidation of such licence."
Replacement of driving licences.,126A,3,,,Every application made under subsection (2) shall be accompanied by-
Replacement of driving licences.,126A,3,a,,the prescribed fee in respect of the replacement of the driving licence;
Replacement of driving licences.,126A,3,b,,two copies of a photograph of the applicant of such size as may be prescribed and taken not earlier than six months before the date of the application; and
Replacement of driving licences.,126A,3,c,,the driving licence sought to be replaced.
Replacement of driving licences.,126A,4,,,"Where an application is made for the replacement of a driving licence under this section, the Commissioner-General shall issue to every person who makes such application under subsection (2), a temporary driving licence in the prescribed form. Such temporary driving licence shall be valid until a driving licence in the form of a card is issued to such person under this section."
Renewal of a Driving Licence.,126B,1,,,"Subject to the provisions of subsections (2) and (3) of section 126 and section 126A, every Driving Licence may, on the expiry of the period for which it is issued, be renewed, in the case of motor vehicles of a class referred to in item 1(i), 1(ii), 2(i), 2(ii), 2(iii), 3(i), 3(ii), 8, 9 or 11 of the Schedule to section 122 for further periods of eight years each, at a time and in the case of motor vehicles of a class referred to in item 4(i), 4(ii), 5, 6(i), 6(ii), 7 or 10 of such Schedule for further periods of four years each, at a time."
Renewal of a Driving Licence.,126B,2,,,Every application for the renewal of a Driving Licence shall -
Renewal of a Driving Licence.,126B,2,a,,be in the prescribed Form;
Renewal of a Driving Licence.,126B,2,b,,on payment of the prescribed levy ;
Renewal of a Driving Licence.,126B,2,c,,be accompanied by a medical certificate issued in accordance with subsection (1) (a) of section 124;
Renewal of a Driving Licence.,126B,3,,,Every application for the renewal of a Driving Licence shall be forwarded to the Commissioner General at least three months prior to the expiry of such Licence.
Refusal to issue driving communicated to applicant,127,,,,"Where the Commissioner-General refuses to issue a driving licence, he shall serve or cause to be served on the applicant therefor a written statement to that effect. The statement shall set out the grounds of such refusal."
Validity of driving licence.,128,1,,,"A driving licence, unless expressed to be valid for all classes of vehicles, shall be valid only for the class or classes of motor vehicles specified in Column 3 of the Schedule to section 122."
Emergency service vehicles and public service vehicles.,128A,1,,,"No person, who is the holder of a driving licence valid for any class or classes of motor vehicles shall drive any emergency service vehicle or public service vehicle on any road unless he is specifically authorized to do so by a special endorsement of the Commissioner - General on his driving licence."
Emergency service vehicles and public service vehicles.,128A,2,,,A person wishing to drive an emergency service vehicle or a public service vehicle on any road shall make application to the Commissioner - General on the prescribed form accompanied by the prescribed levy.
Emergency service vehicles and public service vehicles.,128A,3,,,"The Minister may prescribe by regulations, the requirements, qualifications and tests necessary to qualify for an endorsement on a Driving Licence authorizing a Licence holder to drive an emergency service vehicle or public service vehicle, as the case may be."
Special purpose vehicles.,128B,1,,,A person wishing to drive a special purpose vehicle shall make application for a licence for that purpose to the Commissioner- General in the prescribed form accompanied by the prescribed levy.
Special purpose vehicles.,128B,2,,,"The Minister may make regulations prescribing the requirements to be satisfied, the qualifications necessary and the tests to be conducted for the purpose of determining whether a person qualifies to drive a special purpose vehicle."
Driving a motor vehicle loaded with chemicals or hazardous waste,128C,1,,,"A person who intends to drive a motor vehicle with chemicals, hazardous waste, petroleum products, gas or other dangerous goods, shall make an application to the Commissioner General in the prescribed form for a Driving Licence in a class referred to in item 2(ii), 4(i), 4(ii) or 5 of the Schedule to section 122, as may be applicable, together with the prescribed fee."
Driving a motor vehicle loaded with chemicals or hazardous waste,128C,2,,,"The Minister may prescribe by regulations, the qualifications necessary and the tests to be conducted to determine whether a person is fit to drive a motor vehicle referred to in subsection (1)."
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,1,,,"No driving licence shall be valid for a motor coach, motor lorry or motor tricycle van unless the licence is, by entry made thereon under the hind of the Commissioner-General, expressed to be valid for motor coaches, lorries or motor tricycle vans, as the case may be and in the case of a driving licence issued in the form of a card, unless such driving licence is issued to be valid for such motor coaches, lorries or motor tricycle vans, as the case may be;"
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,2,,,"No driving licence shall, under sub- section (1), be expressed or issued to be valid for motor coaches lorries or motor tricycle vans unless the Commissioner-General is satisfied that the applicant for the licence or the holder thereof, as the case may be has attained the age of twenty-one years"
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,3,,,"Where the Commissioner-General is satisfied that an applicant for, or the holder of, a driving licence is unfit to drive a motor coach, motor lorry or motor tricycle van by reason of the fact that he habitually in a riotous of disorderly manner or is habitually drunk or suffers from any disease of an infectious or contagious nature."
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,3,a,,"the Commissioner-General may make order refusing the application that the licence be expressed or issued to be valid, as the case may be, for motor coaches, lorries or motor tricycle vans ; or"
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,3,b,,"where the licence has been expressed to be valid by entry made under subsection (1), or issued to be valid for motor coaches, lorries, or motor tricycle vans, the Commissioner- General may make order that such licence or entry shall, as the case may be, cancelled or suspended and accordingly such licence or entry may be cancelled or suspended by the Commissioner- General."
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,4,,,"Where a driving licence is cancelled or suspended or the validity of a driving licence is restricted, the holder of the driving licence shall forthwith surrender such licence to the Commissioner-General for necessary action. Provided that where the licence is not produced in compliance with such order, the court may make order disqualifying the holder of the licence for driving any motor vehicle until the production of the licence to the court."
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,5,,,"Where any court under any written law convicts the holder of a driving licence, which is valid for any particular class of motor vehicles, of any offence which shows him to be unfit to drive a vehicle of that class, the court may, in addition to any other punishment which it may lawfully impose for that offence, order the licence to be produced to the court before the expiry of a period of five days from the date of the order and cancel the licence : Provided that in any case where the court has not. after the conviction of such holder, considered the fitness of such holder to drive a vehicle of that class, the Commissioner-General or a police officer of the rank of a sergeant or above may at any time make representatives to the court that the holder is unfit to drive a vehicle of that class and the court may, if it thinks 8t, cancel the licence : And provided further that where the licence is not produced in compliance with such order, the court may make order disqualifying the holder of the licence from driving any motor vehicle until the production of the licence to the court."
"Special provisions affecting licences to drive motor coaches, lorries and motor tricycle vans.",129,6,,,"Where any licence issued or any entry made under subsection (1) on any driving licence is cancelled under subsection (3) or subsection (5) the Commissioner-General may, on application made by the holder of that licence in accordance with the provisions of section 128 (1) at any time after the expiry of two years from the date of such cancellation, issue a new licence, or make a fresh entry on that licence under subsection (1) of that section."
Licence to drive specified vehicle of a specified weight or description.,130,1,,,"Notwithstanding anything contained in this Part, the Commissioner-General may in his discretion issue to any person a driving licence expressed to be valid for a specified motor vehicle or for motor vehicles of any specified weight or description."
Licence to drive specified vehicle of a specified weight or description.,130,2,,,"No person who Is the holder of a driving licence issued under subsection (1) shall drive on a road any motor vehicle other than the motor vehicle specified in that licence or a motor vehicle of the weight or description specified in that licence, as the case may be: Provided, however, that any person who is the holder of a driving licence expressed to be valid for any class of motor vehicles, other than invalid carriages, shall be entitled to drive a hand tractor."
Power to issue driving licence without driving test to holder of driving licence issued outside Sri Lanka.,131,,,,"Where any person who is the holder of a driving licence or any equivalent thereof, which has been at any time issued outside Sri Lanka, applies to the Commissioner-General for a driving licence, the Commissioner-General may in his discretion issue a driving licence to that person without requiring him to pass the driving test referred to in section 125 (2)."
Temporary driving licences.,132,1,,,"Notwithstanding anything in this Part to the contrary, on application made in the prescribed form, the Commissioner-General may, with or without the driving test referred to in section 125 (2), issue to any person who satisfies the Commissioner-General that he is a bona fide visitor to Sri Lanka, a temporary driving licence which shall be in the prescribed form and shall be effective for such period, not exceeding twelve months from the date of his arrival in Sri Lanka, as may be specified therein."
Temporary driving licences.,132,2,,,The powers conferred on the Commissioner-General by subsection (1) may in the case of a person arriving in Sri Lanka-
Temporary driving licences.,132,2,a,,"at the port of Talaimannar, be exercised by the Government Agent of the administrative district of Mannar or the Sub- Collector of Customs at Talaimannar;"
Temporary driving licences.,132,2,b,,"at the port of Trincomalee, be exercised by the Government Agent of the administrative district of Trincomalee;"
Temporary driving licences.,132,2,c,,"at the port of Galle, be exercised by the Government Agent of the administrative district of Galle."
Temporary driving licences.,132,3,,,A copy of every driving licence issued by any officer under subsection (2) shall be forwarded to the Commissioner-General.
Temporary driving licences.,132,4,,,No temporary driving licence shall be issued under subsection (1) or subsection (2) except upon payment of the prescribed fee.
Temporary driving licences.,132,5,,,"The provisions of this Part, requiring copies of photographs to be furnished by applicants for driving licences and to be affixed to such licences, shall apply to the issue of temporary driving licences under this section."
International Driving Permit.,132A,1,,,"Any person ordinarily resident in Sri Lanka, being the holder of a driving licence issued under Part VII of this Act, may on application made in the manner hereinafter provided, obtain an International Driving Permit authorizing him to drive a vehicle whilst abroad in any of the contracting States or Territories that have acceded to the Vienna Convention on Road Traffic of Eighth November, One Thousand Nine Hundred and Sixty Eight."
International Driving Permit.,132A,2,,,An application for any such driving Permit shall be in the prescribed Form and be accompanied by the prescribed levy and may be submitted to the prescribed associations who shall forward the application to the Commissioner-General.
International Driving Permit.,132A,3,,,"Every applicant for an International Driving Permit shall be examined by an authorized officer appointed for the purpose by the Commissioner-General, prior to the issue of the said Permit."
International Driving Permit.,132A,4,,,Such International Driving Permit shall be valid for a period of one year commencing from the date of issue.
International Driving Permit.,132A,5,,,"For the purpose of this section 'prescribed association' means the Automobile Association of Ceylon or any other Association which is affiliated to the Alliance International de Tourism in Geneva, Switzerland, being the regulatory body for the issue of International Permits as may be prescribed by the Minister by Notification published in the Gazette."
Recognition of international driving permit or certificate in Sri Lanka.,132B,,,,"A person who is a bonafide visitor to Sri Lanka and who possesses a valid International Driving Permit issued by any of the Contracting States to, or the States or Territories that have acceded to the Vienna Convention of eighth November One Thousand Nine Hundred and Sixty Eight, shall be deemed to possess a driving licence issued under the provisions of this Act and to be authorized to drive the class or classes of vehicles specified in the driving permit: Provided that"
Recognition of international driving permit or certificate in Sri Lanka.,132B,a,,,the Permit is valid within the meaning of Article 41 of the Vienna Convention of 1968;
Recognition of international driving permit or certificate in Sri Lanka.,132B,b,,,the holder carries such permit while driving in Sri Lanka and produces it on demand by a police officer or Examiner of Motor Vehicles for inspection; and
Recognition of international driving permit or certificate in Sri Lanka.,132B,c,,,the holder fulfils in all respects the conditions set out in Article 41 of the Vienna Convention of 1968.
Cancellation of driving license in physical or mental disability.,133,1,,,"A Magistrate who is satisfied that the holder of a driving licence suffers case any such physical or mental disability as may be prescribed, or which is likely to prevent him from driving a motor vehicle in a safe or proper manner, may cancel the licence."
Cancellation of driving license in physical or mental disability.,133,2,,,"For the purposes of subsection (1), the court may require the holder of a driving licence to be examined at his expense by a registered medical practitioner approved by the court, and to produce the report issued by such practitioner after the examination."
demerit points,133A,1,,,The Minister may prescribe by regulations-
demerit points,133A,1,a,,the offences for which demerit points shall be imposed; and
demerit points,133A,1,b,,he respective demerit points for such offences.
demerit points,133A,1,b,i,"Where the holder of a Driving Licence has been convicted of an offence prescribed under subsection (1) and such offence does not amount to a suspension or cancellation of the Driving Licence, the court may direct, the Inspector General of Police to,"
demerit points,133A,1,b,ii,"Where the holder of a Driving Licence admits liability for an offence for which a spot fine is prescribed under section 215A, the Inspector General of Police shall, enter the relevant demerit points for such offence to the data base established for such purpose;"
demerit points,133A,1,b,,"For the purposes of this section the Deputy Inspector General of Police in charge of Ranges of each Province shall authorize an Officer of the rank of Sergeant or above, to enter the relevant demerit points to the data base. The Deputy Inspector General of Police shall forward the demerit points to the Commissioner General, who shall enter the demerit points in the prescribed manner to the Driving Licence or Endorsement Form, as the case may be;"
demerit points,133A,1,c,,In this section 'Province' means a Provincial Council established for a Province by virtue of Article 154A of the Constitution.
demerit points,133A,2,,,"Where the holder of a driving licence accumulates within the prescribed period such prescribed number of demerits points as would render such driving licence subject to cancellation or suspension by the Commissioner-General, the Commissioner- General shall cancel or suspend the driving licence, as the case may be."
demerit points,133A,3,,,Repealed of subsection.
demerit points,133A,4,,,Immediately upon the suspension or cancellation of a driving licence under subsection (2) the accumulated demerit points shall be deleted.
demerit points,133A,5,,,Repealed of subsection.
Demerit points to be included when imposing the penalty for offences under this Act.,133B,,,,Where a person referred to in this Act -
Demerit points to be included when imposing the penalty for offences under this Act.,133B,1,,,contravenes the provisions of any section; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,2,,,is guilty of an offence for which the penalty is specified under section 224; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,,,"contravenes any regulation made under the Act, the Magistrate may on conviction impose the following penalties:-"
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,a,,the fine as may be specified in the relevant section for such offence; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,b,,the term of imprisonment as may be specified in the relevant section for such offence; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,c,,make an Order for the Inspector General of Police to enter the relevant demerit points under section 133A; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,d,,any penalty combining any of the penalties aforesaid; or
Demerit points to be included when imposing the penalty for offences under this Act.,133B,3,e,,"all penalties under paragraphs (a), (b) and (c) aforesaid."
Cancellation of driving licences.,134,1,,,"Where the holder of a driving licence has after the date of the issue to him of that licence been convicted of the offence of rash or negligent driving or where the Commissioner-General in his discretion thinks fit so to do, the Commissioner-General may require the holder to furnish a medical certificate of fitness in the prescribed form and issued by a Government medical practitioner, and may cancel the licence-"
Cancellation of driving licences.,134,1,a,,if he is satisfied that the holder suffers from any physical or mental disability which is likely to prevent him from driving a motor vehicle in a safe and proper manner; or
Cancellation of driving licences.,134,1,b,,unless he passes a driving test conducted by the Commissioner-General or by some other person authorized by the Commissioner-General and satisfies the Commissioner- General or such other person as to the matters specified in paragraphs (a) and (b) of subsection (2) of section 125.
Cancellation of driving licences.,134,2,,,The driving test referred to in subsection (1) shall be performed and the certificate shall be issued free of charge.
Driving licence to be carried by driver and produced required.,135,1,,,"The driver of a motor vehicle shall always carry his driving licence on his person or in the motor vehicle and shall, when on demand made by a police officer, forthwith produce the licence and permit it to be inspected. Provided, however, that no person shall be deemed to have contravened the provisions of this subsection, if he proves to the satisfaction of the court that his licence had at the time of the alleged contravention been forwarded to the Commissioner- General for an extension of its validity, replacement, renewal or additional endorsement."
Driving licence to be carried by driver and produced required.,135,1A,,,Any person who fails to carry a valid Learner's Permit and Driving Licence including the endorsement form while driving a motor vehicle shall be guilty of an offence and shall on conviction be liable to a fine not less than two thousand five hundred rupees and not exceeding five thousand rupees.
Driving licence to be carried by driver and produced required.,135,1B,,,"Where a driver of a motor vehicle does not possess a valid Learner's Permit and Driving Licence a police officer may detain such driver of the motor vehicle until such driver produces a valid Learner's Permit and Driving Licence. Where it is found that such driver does not hold a valid Learner's Permit and Driving Licence, such driver and owner of the motor vehicle shall be guilty of an offence and shall be liable to a fine not less than three thousand rupees and not exceeding six thousand rupees and to imprisonment of either description for a term of six months: Provided however that the owner of such motor vehicle shall not be deemed to be guilty of an offence if he proves to the satisfaction of the Court that the vehicle was removed by such driver without his knowledge."
Driving licence to be carried by driver and produced required.,135,1B,a,,"Where the driver of a motor vehicle wilfully refuses to produce the Learner's Permit and Driving Licence on demand by a police officer, such police officer may take such driver and the vehicle into custody and produce such driver at the nearest police station for the purpose of investigation."
Driving licence to be carried by driver and produced required.,135,1B,b,,"Any person who wilfully refuses to produce the learner's permit or driving licence or endorsement form on demand by a police officer shall be guilty of an offence and shall on conviction before a Magistrate be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees: Provided however, that no person shall be deemed to be guilty of an offence under this section, if he proves to the satisfaction of the court that his learner's permit or driving licence had at the time of the alleged contravention, been forwarded to the Commissioner- General for an additional endorsement or for an extension of its validity, or for replacement or renewal."
Driving licence to be carried by driver and produced required.,135,1B,a,,"No person shall drive a motor vehicle carrying or possessing a learner's permit or driving licence which is faded, defaced, damaged, or obscure."
Driving licence to be carried by driver and produced required.,135,1B,b,,Any person who contravenes the provisions of paragraph (a) shall be guilty of an offence under this Act and shall on conviction be liable to the penalty specified in section 224
Driving licence to be carried by driver and produced required.,135,2,,,"Every holder of a driving licence who is charged before any court with any offence under this Act, or with any offence under any other written law committed in connexion with the driving of a motor vehicle, shall take the licence with him to the court and shall, if he is convicted of the offence, forthwith produce the licence to the court for the purpose of endorsement under section 136."
Driving licence to be carried by driver and produced required.,135,3,,,"Where a driving licence is not produced in accordance with the provisions of subsection (2), the court may make order disqualifying the holder of that licence for driving a motor vehicle until the licence is produced to the court."
Driving licence to be carried by driver and produced required.,135,4,,,"Where a driving licence is produced to a police officer at any investigation made by him into an offence alleged to have been committed in connexion with the driving of a motor vehicle by the person who is the holder of the licence, the police officer may take charge of such licence for the time being and issue to such person a permit under his hand, in the prescribed form and setting out the prescribed particulars."
Driving licence to be carried by driver and produced required.,135,5,,,"A permit issued under subsection (4) shall be deemed to be sufficient authority for the person to whom it is issued to drive a motor vehicle, notwithstanding that he is not in possession of a driving licence, for such period not exceeding sixty days as may be specified in the permit by the police officer, and for such further period or periods as the court before which he is charged, may cause to be specified by endorsement made on the permit."
Driving licence to be carried by driver and produced required.,135,6,,,Every driving licence taken by a police officer under subsection (4) shall-
Driving licence to be carried by driver and produced required.,135,6,a,,"where it is subsequently decided that no charge should be preferred against the holder thereof, be returned to him within a week after such decision is taken ; or"
Driving licence to be carried by driver and produced required.,135,6,b,,"where a charge is preferred, be returned to him, unless it is cancelled or suspended by the court, within a week after the final disposal of the charge."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,1,,,"Subject to the provisions of subsection (2), any court before which a person is convicted of any offence under this Act, or of any offence under any other written law committed in connexion with the driving of a motor vehicle, may in addition to any other punishment which it may lawfully impose for that offence-"
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,1,a,,"if the person convicted is the holder of a driving licence issued or deemed to be issued under this Act, suspend the licence for a specified period not exceeding two years, or cancel the licence; or"
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,1,b,,if the person convicted is not the holder of a driving licence declare him to be disqualified for obtaining a driving licence for a specified period.
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,2,,,"Where the driving licence of any person convicted of the offence of contravening any of the provisions of subsections (1) and (2) of section 151, or of any offence in connexion with the driving of a motor vehicle punishable under section 272 or section 328 of the Penal Code, contains at the time of such conviction endorsements, made after the 1st day of January, 1941, under the Motor Car Ordinance, No. 45 of 1938, or made under this Act in respect of not less than two and not more than four previous convictions of any of those offences or of the offence of contravening any of the provisions of any such enactment corresponding to the provisions of subsections (1) and (2) of section 151, the court shall either cancel the licence or suspend the licence for a stated period, which shall be not less than six months nor more than two years; and where the licence contains at the time of such conviction endorsements so made in respect of five previous convictions of any of the offences aforesaid, the court shall cancel the licence."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,3,,,"Where the driving licence of any person convicted of any offence in connexion with the driving of a motor vehicle punishable under section 298 or section 329 of the Penal Code contains at the time of such conviction endorsements, made after the 1st day of January, 1941, under the Motor Car Ordinance, No. 45 of 1938, or made under this Act, in respect of two previous convictions of any of those offences, the court shall cancel the licence."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,4,,,"Where any person is convicted of the offence of contravening the provisions of section 99, the court shall make an order suspending the driving licence of such person, or declaring such person to be disqualified for obtaining a driving licence, for a period of not less than twelve months, unless in the circumstances of any case, for special reasons to be recorded in the proceedings, the court is of opinion that such order should not be made or that the period of suspension or disqualification should be less than twelve months."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,5,,,"Where the holder of a driving licence is convicted before any court of any offence under this Act or of any offence under any other written law committed in connexion with the driving of a motor vehicle, the court shall endorse upon the licence the particulars of the conviction and of any order made under this section and the date of such endorsement; and every such endorsement shall be initialed by the Judge or Magistrate of the court, or in the case of a conviction by the High Court or Court of Appeal, by the Commissioner-General of that court: Provided however that in the case of a driving licence issued in the form of a card, such endorsement may be made on the endorsement form prescribed under section 125 and an endorsement so made shall for the purposes of this Act, be deemed to have been made upon such driving licence."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,6,,,"Where any court under subsection (5) endorses on any driving licence the particulars of any conviction and no order suspending or cancelling the licence is made by the court, the court shall forward to the Commissioner-General a copy of the endorsement made on the licence."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,7,,,"Where an order suspending or cancelling a driving licence is made and endorsed on the licence under this section, the court shall forward the licence to the Commissioner-General."
Suspension or cancellation of driving licences and order disqualifying persons for obtaining licences,136,8,,,"Where a driving licence is suspended for any period, the Commissioner-General shall return the licence on demand, at the end of that period, to the person in whose name the licence was issued."
Consequences of orders of suspension or cancellation,137,1,,,Where a driving licence is suspended by a court under section 136-
Consequences of orders of suspension or cancellation,137,1,a,,the person whose licence is so suspended shall during the period of such suspension be disqualified for obtaining a new driving licence; and
Consequences of orders of suspension or cancellation,137,1,b,,the Commissioner-General shall not issue a new driving licence to that person during that period.
Consequences of orders of suspension or cancellation,137,2,,,Save as otherwise provided in subsections (5) to (9)-
Consequences of orders of suspension or cancellation,137,2,a,,any person whose driving licence is cancelled under section 136 shall be deemed to be disqualified for obtaining a new driving licence; and
Consequences of orders of suspension or cancellation,137,2,b,,the Commissioner-General shall not issue to that person a new driving licence.
Consequences of orders of suspension or cancellation,137,3,,,"Where any court has under section 136 (1) declared any person to be disqualified for obtaining a driving licence for any period, the Commissioner-General shall not during that period issue to that person a driving licence."
Consequences of orders of suspension or cancellation,137,4,,,"No person shall drive a motor vehicle on a road at any time while any order suspending or cancelling his driving licence or declaring him to be disqualified for obtaining a licence, is in force."
Consequences of orders of suspension or cancellation,137,5,,,"The court which has made order cancelling the driving licence of any person may, on the application of that person made at any time after the expiry of a period of two years reckoned from the date of cancellation, and after such inquiry as the court may consider necessary, make order authorizing him to apply to the Commissioner-General for a new driving licence in accordance with the provisions of this Act."
Consequences of orders of suspension or cancellation,137,6,,,The court shall notify the Commissioner-General and the police of the receipt of any such application and shall afford the Commissioner-General and the police an opportunity of being heard and of making representations against the grant of the application and of adducing evidence in support of any representation so made. Notice on the police may for the purposes of this subsection be served on the Assistant Superintendent of Police of the area in which the court is situated.
Consequences of orders of suspension or cancellation,137,7,,,"The court shall, in the consideration of any such application have regard to all the circumstances of the case with particular reference to the fitness of the applicant to hold a driving licence."
Consequences of orders of suspension or cancellation,137,8,,,"Any such application may, if refused, be renewed at any time after the expiry of a period of two years reckoned from the date of refusal, and further applications may in like manner be made to the court at successive intervals of not less than two years reckoned from the date of the last refusal. All the other provisions of this subsection, relating to the first application made by any person thereunder after the cancellation of his driving licence, shall apply equally to any other application made by him after the refusal of the first application."
Consequences of orders of suspension or cancellation,137,9,,,"Where any court makes order under this subsection authorizing any person to apply for a new driving licence, such person may make application for the certificate under section 124 and the provisions of this Part relating to the issue of driving licences shall apply accordingly. Where a new driving licence is issued to any such person the Commissioner-General shall make an entry in the new licence to the effect that it is issued in consequence of an order under this section, but shall not set out therein any particulars relating to any previous conviction of that person."
Fraudulent application for driving licence.,138,1,,,"If any person who is declared to be disqualified for obtaining, or who has been refused, a driving licence, applies for or obtains a driving licence while he is so disqualified or without disclosing such refusal, or if any person whose licence has been endorsed or cancelled by any court, applies for or obtains another licence without giving particulars of the endorsement or cancellation, that person shall be guilty of an offence under this Act, and any licence so obtained shall be of no effect."
Fraudulent application for driving licence.,138,1,a,,"If any person whose Learner's Permit and Driving Licence is in the custody of the police or any court in connection with the commission of an offence under this Act or the commission of an offence related to the driving of a motor vehicle under any other written law, applies for a new Learner's Permit and Driving Licence or a duplicate Learner's Permit and Driving Licence that person shall be guilty of an offence and any licence so obtained shall be of no effect."
Fraudulent application for driving licence.,138,1,b,,Any person who is guilty of an offence under paragraph (a) of this subsection shall on conviction be liable to a fine not less than five thousand rupees and not more than ten thousand rupees and on a second or subsequent conviction to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees and to the cancellation of his driving licence.
Fraudulent application for driving licence.,138,1,c,,"If any person shall possess more than one driving licence issued by the Commissioner-General at any one time, or is in possession of the driving licence of another person without lawful authority he shall be guilty of an offence and shall on conviction be liable to a fine not less than ten thousand rupees and not exceeding fifteen thousand rupees and to the confiscation of such licence."
Fraudulent application for driving licence.,138,2,,,"If any person who at any time before the appointed date has under the provisions of any written law for the time being in force, been disqualified by or by virtue of any order of a court for obtaining a certificate by any competent authority, applies for or obtains a driving licence under this Act while he is so disqualified or without disclosing such refusal, as the case may be, that person shall be guilty of an offence under this Act and any licence so obtained shall be of no effect,"
