c1,c2,c3,c4,c5,c6
Regulations as to motor vehicles.,190,1,,,"Regulations may be made-(a) prohibiting, restricting or controlling the use of motor vehicles generally or any specified class or description of motor vehicles, as respects highways or the highways in any specified area or any specified highway or part of a highway;(b) prescribing any condition or requirement not expressly provided for in this Act, as to the construction and equipment and use of all or any specified class or description of motor vehicles ;[ 4, Law 22 of 1973.](c) prescribing the compulsory use of taximeters complying with the prescribed requirements on hiring cars generally or on any specific class or description of hiring cars or on hiring cars used in any specific areas, providing for the regulation of the use and the inspection, testing and repairing of taximeters, for the regulation, supervision, inspection and control of persons repairing taximeters and prescribing the charges for the inspection, testing and repairing of taximeters;(d) providing that motor vehicles generally or any specified class or description of motor vehicles shall comply with such anti-dale requirements as may be prescribed ;(e) prohibiting, restricting or regulating the carriage of petroleum or other fuel, acids and other dangerous or offensive articles on motor coaches ;(f) providing for the licensing, supervision and control of conductors of omnibuses and of ticket inspectors employed by owners of omnibuses, for the revocation or suspension of such licences and for the imposition and recovery of fees for such licences ;(g) prescribing the duties and regulating the conduct of drivers, conductors and ticket inspectors of hiring cars and omnibuses;(i) prescribing the minimum educational or other qualifications required for the grant of conductor's licences in respect of omnibuses;(j) providing for endorsements to be made on such licences on conviction of the holder thereof of any offence under this Act;(k) providing for the regulation and control of queues at stopping places for omnibuses, the facilities to be provided at such stopping places and the charges to be made for the use of such facilities;(*k)(Not applicable to any omnibus of any Regional Transport Board.-See Paragraph 3 (1), Schedule 111, of the Transport Board Law.) prescribing the use of stopping places or public stands for omnibuses and restricting the halting or stopping of omnibuses on all highways generally or on the highways in any specified area or any specified highways or part of a highway;(l) providing that badges be worn by drivers and conductors of hiring cars and omnibuses;(m) providing for the regulation and control of the conduct of passengers in hiring cars and omnibuses ;(n) as respects hiring cars or omnibuses-(i) authorizing the removal from such cars or omnibuses of persons committing a breach of any provision of this Act or of any regulation by the drivers or conductors thereof or by any police officer on the request of the drivers or conductors thereof;(ii) requiring passengers in such cars or omnibuses who are reasonably suspected by the drivers or conductors thereof of contravening any provision of this Act or of any regulation to give their names and addresses to a police officer or to the drivers or conductors thereof on demand;(iii) requiring in the case of hiring cars, the issue of tickets in the prescribed form to passengers in such cars;(iv) requiring passengers in such cars or omnibuses to declare, if so requested by the drivers or conductors thereof, the journey they intend to take or have taken, and to pay the fare for the whole of such journey and to accept tickets provided therefor;(v) requiring, on demand being made for the purpose by the drivers or conductors of such cars or omnibuses or by any other person authorized by the registered owners thereof, the production during the journey and the surrender at the end of the journey by the holders thereof of tickets issued to them;(vi) requiring passengers in such cars or omnibuses, if so requested by the drivers or conductors thereof, to leave the cars or omnibuses on the completion of the journey for which they have paid ;(vii) requiring the surrender of tickets by the holders thereof on the expiry of the period for which they are issued ;(o)(Not applicable to any place provided and maintained by any Regional Transport Board as a place at which omnibuses, hiring cars or lorries may be hailed or may stand for hire. - See Paragraph 3 (3), Schedule III, of the Transport Board Law.) as respects every public stand in any specified area or any public stand-(i) regulating the use of the public stand and authorizing the issue of permits in that behalf;(ii) prescribing the fees to be charged for such permits, and the manner of disposal of the fees recovered on the issue of such permits;(iii) prescribing the manner in which motor vehicles may enter or leave the public stand or be placed therein ;(iv) regulating and controlling the behaviour of the drivers and conductors of motor vehicles using the public stand ;(v) prohibiting or restricting the cleaning or repair of motor vehicles in the public stand ;(vi) restricting the admission or entry of persons into the public stand and regulating the behaviour of persons who enter therein;(p) prescribing the minimum rates of the wages to be paid by the owners of hiring cars, motor coaches or lorries to the drivers and conductors employed by them;(q) prescribing the particulars which are to be entered by the driver of an omnibus in the record sheet required by section 183, and the manner in which and the intervals at which such particulars are to be entered;(r) prescribing the circumstances in which and the conditions subject to which, exemption from the provisions of sections 182 and 183 may be granted by the Commissioner in respect of any omnibus or hiring car;(s) providing that any specified provision of this Part shall not apply in the case of any lorry which is for the time being used for the purposes of the State."
Regulations as to motor vehicles.,190,1,a,,"prohibiting, restricting or controlling the use of motor vehicles generally or any specified class or description of motor vehicles, as respects highways or the highways in any specified area or any specified highway or part of a highway;"
Regulations as to motor vehicles.,190,1,b,,"prescribing any condition or requirement not expressly provided for in this Act, as to the construction and equipment and use of all or any specified class or description of motor vehicles ;"
Regulations as to motor vehicles.,190,1,c,,"prescribing the compulsory use of taximeters complying with the prescribed requirements on hiring cars generally or on any specific class or description of hiring cars or on hiring cars used in any specific areas, providing for the regulation of the use and the inspection, testing and repairing of taximeters, for the regulation, supervision, inspection and control of persons repairing taximeters and prescribing the charges for the inspection, testing and repairing of taximeters;"
Regulations as to motor vehicles.,190,1,d,,providing that motor vehicles generally or any specified class or description of motor vehicles shall comply with such anti-dale requirements as may be prescribed ;
Regulations as to motor vehicles.,190,1,e,,"prohibiting, restricting or regulating the carriage of petroleum or other fuel, acids and other dangerous or offensive articles on motor coaches ;"
Regulations as to motor vehicles.,190,1,f,,"providing for the licensing, supervision and control of conductors of omnibuses and of ticket inspectors employed by owners of omnibuses, for the revocation or suspension of such licences and for the imposition and recovery of fees for such licences ;"
Regulations as to motor vehicles.,190,1,g,,"prescribing the duties and regulating the conduct of drivers, conductors and ticket inspectors of hiring cars and omnibuses;"
Regulations as to motor vehicles.,190,1,i,,prescribing the minimum educational or other qualifications required for the grant of conductor's licences in respect of omnibuses;
Regulations as to motor vehicles.,190,1,j,,providing for endorsements to be made on such licences on conviction of the holder thereof of any offence under this Act;
Regulations as to motor vehicles.,190,1,k,,"providing for the regulation and control of queues at stopping places for omnibuses, the facilities to be provided at such stopping places and the charges to be made for the use of such facilities;"
Regulations as to motor vehicles.,190,1,k,,"(*k)(Not applicable to any omnibus of any Regional Transport Board.-See Paragraph 3 (1), Schedule 111, of the Transport Board Law.) prescribing the use of stopping places or public stands for omnibuses and restricting the halting or stopping of omnibuses on all highways generally or on the highways in any specified area or any specified highways or part of a highway;"
Regulations as to motor vehicles.,190,1,l,,providing that badges be worn by drivers and conductors of hiring cars and omnibuses;
Regulations as to motor vehicles.,190,1,m,,providing for the regulation and control of the conduct of passengers in hiring cars and omnibuses ;
Regulations as to motor vehicles.,190,1,n,,"as respects hiring cars or omnibuses-(i) authorizing the removal from such cars or omnibuses of persons committing a breach of any provision of this Act or of any regulation by the drivers or conductors thereof or by any police officer on the request of the drivers or conductors thereof;(ii) requiring passengers in such cars or omnibuses who are reasonably suspected by the drivers or conductors thereof of contravening any provision of this Act or of any regulation to give their names and addresses to a police officer or to the drivers or conductors thereof on demand;(iii) requiring in the case of hiring cars, the issue of tickets in the prescribed form to passengers in such cars;(iv) requiring passengers in such cars or omnibuses to declare, if so requested by the drivers or conductors thereof, the journey they intend to take or have taken, and to pay the fare for the whole of such journey and to accept tickets provided therefor;(v) requiring, on demand being made for the purpose by the drivers or conductors of such cars or omnibuses or by any other person authorized by the registered owners thereof, the production during the journey and the surrender at the end of the journey by the holders thereof of tickets issued to them;(vi) requiring passengers in such cars or omnibuses, if so requested by the drivers or conductors thereof, to leave the cars or omnibuses on the completion of the journey for which they have paid ;(vii) requiring the surrender of tickets by the holders thereof on the expiry of the period for which they are issued ;"
Regulations as to motor vehicles.,190,1,n,i,authorizing the removal from such cars or omnibuses of persons committing a breach of any provision of this Act or of any regulation by the drivers or conductors thereof or by any police officer on the request of the drivers or conductors thereof;
Regulations as to motor vehicles.,190,1,n,ii,requiring passengers in such cars or omnibuses who are reasonably suspected by the drivers or conductors thereof of contravening any provision of this Act or of any regulation to give their names and addresses to a police officer or to the drivers or conductors thereof on demand;
Regulations as to motor vehicles.,190,1,n,iii,"requiring in the case of hiring cars, the issue of tickets in the prescribed form to passengers in such cars;"
Regulations as to motor vehicles.,190,1,n,iv,"requiring passengers in such cars or omnibuses to declare, if so requested by the drivers or conductors thereof, the journey they intend to take or have taken, and to pay the fare for the whole of such journey and to accept tickets provided therefor;"
Regulations as to motor vehicles.,190,1,n,v,"requiring, on demand being made for the purpose by the drivers or conductors of such cars or omnibuses or by any other person authorized by the registered owners thereof, the production during the journey and the surrender at the end of the journey by the holders thereof of tickets issued to them;"
Regulations as to motor vehicles.,190,1,n,vi,"requiring passengers in such cars or omnibuses, if so requested by the drivers or conductors thereof, to leave the cars or omnibuses on the completion of the journey for which they have paid ;"
Regulations as to motor vehicles.,190,1,n,vii,requiring the surrender of tickets by the holders thereof on the expiry of the period for which they are issued ;
Regulations as to motor vehicles.,190,1,o,,"(Not applicable to any place provided and maintained by any Regional Transport Board as a place at which omnibuses, hiring cars or lorries may be hailed or may stand for hire. - See Paragraph 3 (3), Schedule III, of the Transport Board Law.) as respects every public stand in any specified area or any public stand-(i) regulating the use of the public stand and authorizing the issue of permits in that behalf;(ii) prescribing the fees to be charged for such permits, and the manner of disposal of the fees recovered on the issue of such permits;(iii) prescribing the manner in which motor vehicles may enter or leave the public stand or be placed therein ;(iv) regulating and controlling the behaviour of the drivers and conductors of motor vehicles using the public stand ;(v) prohibiting or restricting the cleaning or repair of motor vehicles in the public stand ;(vi) restricting the admission or entry of persons into the public stand and regulating the behaviour of persons who enter therein;"
Regulations as to motor vehicles.,190,1,o,i,regulating the use of the public stand and authorizing the issue of permits in that behalf;
Regulations as to motor vehicles.,190,1,o,ii,"prescribing the fees to be charged for such permits, and the manner of disposal of the fees recovered on the issue of such permits;"
Regulations as to motor vehicles.,190,1,o,iii,prescribing the manner in which motor vehicles may enter or leave the public stand or be placed therein ;
Regulations as to motor vehicles.,190,1,o,iv,regulating and controlling the behaviour of the drivers and conductors of motor vehicles using the public stand ;
Regulations as to motor vehicles.,190,1,o,v,prohibiting or restricting the cleaning or repair of motor vehicles in the public stand ;
Regulations as to motor vehicles.,190,1,o,vi,restricting the admission or entry of persons into the public stand and regulating the behaviour of persons who enter therein;
Regulations as to motor vehicles.,190,1,p,,"prescribing the minimum rates of the wages to be paid by the owners of hiring cars, motor coaches or lorries to the drivers and conductors employed by them;"
Regulations as to motor vehicles.,190,1,q,,"prescribing the particulars which are to be entered by the driver of an omnibus in the record sheet required by section 183, and the manner in which and the intervals at which such particulars are to be entered;"
Regulations as to motor vehicles.,190,1,r,,"prescribing the circumstances in which and the conditions subject to which, exemption from the provisions of sections 182 and 183 may be granted by the Commissioner in respect of any omnibus or hiring car;"
Regulations as to motor vehicles.,190,1,s,,providing that any specified provision of this Part shall not apply in the case of any lorry which is for the time being used for the purposes of the State.
Regulations as to motor vehicles.,190,2,,,"No regulation applicable in any area within the administrative limits of any local authority shall be made for or in respect of any matter for which that local authority may make by-laws or regulations under any other written law, except with the prior approval of the Minister charged with the subject of Local Government."
Orders enabling holding of races and tests,191,1,,,"For the purpose of enabling the holding of any motor road race or test, the Minister may, upon the recommendation of the Inspector-General of Police, by Order declare-(a) that any specified highway or highways upon which such race or test is to be held, and any other adjacent or adjoining highway or part of any such highway shall be closed to traffic on any specified day or days or during any specified time on any specified day or days ;(b) that the provisions of this Act relating to speed limits and to the driving of motor vehicles on highways shall not apply in relation to the persons taking part in such race or lest and the motor vehicles driven in such race or test;(c) that every person taking part in such race or test and the persons responsible for the holding of the race or test shall comply with all such conditions as may be specified in the Order."
Orders enabling holding of races and tests,191,1,a,,"that any specified highway or highways upon which such race or test is to be held, and any other adjacent or adjoining highway or part of any such highway shall be closed to traffic on any specified day or days or during any specified time on any specified day or days ;"
Orders enabling holding of races and tests,191,1,b,,that the provisions of this Act relating to speed limits and to the driving of motor vehicles on highways shall not apply in relation to the persons taking part in such race or lest and the motor vehicles driven in such race or test;
Orders enabling holding of races and tests,191,1,c,,that every person taking part in such race or test and the persons responsible for the holding of the race or test shall comply with all such conditions as may be specified in the Order.
Orders enabling holding of races and tests,191,2,,,"No Order under subsection (1) shall be made for the purposes of any road race or test, unless the Minister is satisfied that there is in force a policy of insurance, insuring the owner of every motor vehicle participating in the race or test and every participant against any liability which may be incurred in respect of the death of or bodily injury to any other person not being a participant, or in respect of damage to property of any such other person, arising out of the use of motor vehicles in such race or test."
Orders enabling holding of races and tests,191,3,,,"At least two clear days before any Order made under subsection (1) is to have effect, the Commissioner shall by advertisement in at least two daily newspapers give notice of the fact that the race or test is to be held and that any highway or part of a highway is to be closed to traffic."
Orders enabling holding of races and tests,191,3,,,The cost of each such advertisement shall be paid by the person upon whose application the Order under subsection (1) is made.
Orders enabling holding of races and tests,191,4,,,"Any person who, upon being required so to do by any police officer, refuses to depart from any highway or part of a highway which is closed to traffic by an Order under subsection (1), or to remove any vehicle of which he is in charge from any such highway or part of a highway, shall be guilty of an offence."
Orders enabling holding of races and tests,191,5,,,Any direction contained in any Order under subsection (1) shall have effect notwithstanding anything to the contrary in any other provision of this Act; and every person contravening any such direction shall be guilty of an offence.
Disposal of derelict motor vehicles.,192,1,,,"Where a derelict motor vehicle is so left on any part of a highway as to cause any obstruction or nuisance, the Commissioner or the licensing authority may, by notice served either generally or by registered post, require the owner of that vehicle to take steps to remove the obstruction or nuisance."
Disposal of derelict motor vehicles.,192,2,,,"Every owner on whom a notice is served under subsection (1), shall comply with the requirements set out therein."
Disposal of derelict motor vehicles.,192,3,,,"If the owner of any derelict motor vehicle cannot for any reason be found or makes default in complying with any notice served under subsection (1), the Commissioner or the licensing authority may cause the vehicle to be removed and make such order as may be necessary for its disposal."
Disposal of derelict motor vehicles.,192,4,,,"No proceedings, civil or criminal, shall be instituted or maintained against the Commissioner or a licensing authority in respect of any order made under subsection (3)."
Power to inspect and test motor vehicles,193,1,,,"For the purpose of ascertaining the mechanical condition of any motor vehicle or the condition of the tyres fitted thereon, any examiner or authorized officer-(a) may stop a motor vehicle on a highway if he has reasonable grounds for believing that the vehicle or any tyre fitted thereon is not in a fit condition; and may by written order direct the driver of the vehicle to produce the vehicle for examination at any suitable place reasonably convenient to the driver and specified in the order; and(b) may in any case where the motor vehicle has been or is suspected to have been involved in an accident, enter, test and inspect the vehicle wherever it may be, and may for that purpose require it to be stopped or enter any premises on which the vehicle is for the time being kept or suspected to be kept."
Power to inspect and test motor vehicles,193,1,a,,may stop a motor vehicle on a highway if he has reasonable grounds for believing that the vehicle or any tyre fitted thereon is not in a fit condition; and may by written order direct the driver of the vehicle to produce the vehicle for examination at any suitable place reasonably convenient to the driver and specified in the order; and
Power to inspect and test motor vehicles,193,1,b,,"may in any case where the motor vehicle has been or is suspected to have been involved in an accident, enter, test and inspect the vehicle wherever it may be, and may for that purpose require it to be stopped or enter any premises on which the vehicle is for the time being kept or suspected to be kept."
Power to inspect and test motor vehicles,193,2,,,. A copy of every order issued by any examiner or authorized officer under paragraph (a) of subsection (1) shall be transmitted or full particulars Communicated by him forthwith to the examiner appointed for the area within which the place named by the driver of the motor vehicle and specified in the order is situated.
Power to inspect and test motor vehicles,193,3,,,"An examiner shall not at any time stop, enter or examine any motor vehicle under the preceding provisions of this section unless on demand by the owner or driver of the vehicle he produces for inspection a written authority issued to him in that behalf by the Commissioner."
Power to inspect and test motor vehicles,193,4,,,An examiner before whom a motor vehicle is produced for examination for the purposes of this section shall not detain the vehicle for a longer period than half an hour.
Power to inspect and test motor vehicles,193,5,,,"For the purposes of this section "" authorized officer "" means-(a) any police officer of a rank not below that of Sub-Inspector;(b) any police sergeant in uniform who is in charge of a police station; or(c) any other police officer who is authorized in that behalf by the Inspector-General of Police."
Power to inspect and test motor vehicles,193,5,a,,any police officer of a rank not below that of Sub-Inspector;
Power to inspect and test motor vehicles,193,5,b,,any police sergeant in uniform who is in charge of a police station; or
Power to inspect and test motor vehicles,193,5,c,,any other police officer who is authorized in that behalf by the Inspector-General of Police.
Power of registrar to inspection and examination of motor vehicles.,194,1,,,"The Registrar may at any time, whether before or after the registration of a motor vehicle, require the motor vehicle to be brought to any convenient place specified by him and to be inspected and examined, and if necessary to be weighed and measured, if he has reason to believe-(a) that the motor vehicle does not comply with the requirements of this Act or of any regulation; or(b) that any information furnished to him in respect of the motor vehicle is false or incorrect; or(c) that the motor vehicle is not in a serviceable condition; or(d) that the weight, dimensions, character or seating accommodation of the motor vehicle has been altered after registration thereof."
Power of registrar to inspection and examination of motor vehicles.,194,1,a,,that the motor vehicle does not comply with the requirements of this Act or of any regulation; or
Power of registrar to inspection and examination of motor vehicles.,194,1,b,,that any information furnished to him in respect of the motor vehicle is false or incorrect; or
Power of registrar to inspection and examination of motor vehicles.,194,1,c,,that the motor vehicle is not in a serviceable condition; or
Power of registrar to inspection and examination of motor vehicles.,194,1,d,,"that the weight, dimensions, character or seating accommodation of the motor vehicle has been altered after registration thereof."
Power of registrar to inspection and examination of motor vehicles.,194,2,,,"Where the Registrar is satisfied, after the inspection and examination of a motor vehicle under subsection (1), that such vehicle is not in a serviceable condition he may, by written notice served on the registered owner thereof, prohibit the use of that vehicle until the Registrar is satisfied, after a further inspection and examination under that subsection, that the defects specified in the notice have been removed. Where the Registrar is so satisfied he shall revoke the notice."
Power of registrar to inspection and examination of motor vehicles.,194,3,,,"Where the use of a motor vehicle has been prohibited by a notice under subsection (2), no person shall use that vehicle or cause or permit such vehicle to be used until the notice is revoked under that subsection."
Approved garages and approved lorry examiners,195,,,,"The Commissioner may, upon application in that behalf in the prescribed form made by a person who is a repairer of motor vehicles, and upon payment of the prescribed fee, by order declare-"
Approved garages and approved lorry examiners,195,a,,,"that every garage or other place of business of such person, specified in the order, shall be an approved garage for the purposes of the yearly examination and certification of lorries required by section 29 prior to the issue of lorry licences in respect thereof; and"
Approved garages and approved lorry examiners,195,b,,,"that such person, and every other person employed at any such garage and specified in the order, shall each be an approved lorry examiner for the purposes of such examination and certification of lorries at that garage."
"Examination of hiring cars, c, before issue of revenue licences.",196,1,,,"An examiner shall, upon the production before him of a hiring car, motor hearse or motor ambulance, for the purposes of the yearly examination and certification required by section 29 prior to the issue of a revenue licence in respect thereof and upon payment of the prescribed fee for such examination, examine that car, hearse or ambulance, as the case may be, and certify whether or not it is fit for use. In certifying that a hiring car, motor hearse or motor ambulance is fit for use, the examiner may insert such conditions relating to the use thereof as he may deem necessary in the interests of public safety. In certifying that any such car, hearse or ambulance is unfit for use, the examiner shall state his reasons therefor."
"Examination of hiring cars, c, before issue of revenue licences.",196,2,,,"A certifying officer shall, upon the production before him of a motor coach for the purposes of the yearly examination and certification required by section 29 prior to the issue of a revenue licence in respect thereof and upon payment of the prescribed fee for such examination, examine that coach and certify whether or not it is fit for use. In certifying that the coach is fit for use, (in this Act referred to as a "" certificate of fitness "") the certifying officer may insert such conditions relating to the use thereof as he may deem necessary in the interests of public safety. A certificate of fitness shall remain in force for a period of one year or for such shorter period, not less than three months, as may be specified therein. In certifying that the coach is unfit for use, the certifying officer shall state his reasons therefor."
"Examination of hiring cars, c, before issue of revenue licences.",196,3,,,"The Minister may, by Order published in the Gazette, declare that the provisions of subsection (2) shall apply in the case of hiring cars in lieu of the provisions of subsection (1); and accordingly upon the publication of such an Order the provisions of subsection (2) shall apply in the case of a hiring car in like manner as they apply in the case of a motor coach."
"Examination of hiring cars, c, before issue of revenue licences.",196,4,,,The yearly examination and certification of a lorry required by section 29 prior to the issue of a revenue licence in respect thereof may be carried out either by an examiner or by any approved lorry examiner at an approved garage.
"Examination of hiring cars, c, before issue of revenue licences.",196,5,,,"The provisions of subsection (1) shall, upon production of a lorry before an examiner for the purposes referred to in subsection (4), apply in like manner as they apply in the case of a hiring car, motor hearse and motor ambulance."
"Examination of hiring cars, c, before issue of revenue licences.",196,6,,,"The person for the time being in charge of any approved garage shall, upon the production at such garage of a lorry for the purposes of the yearly examination and certification required by section 29 prior to the issue of a lorry licence in respect thereof and upon payment of the prescribed fee for such examination, cause that lorry to be examined, and to be certified as fit for use or otherwise, by any approved lorry examiner at that garage. In certifying that a lorry is fit for use the examiner may insert such conditions relating to the use thereof as he may deem necessary in the interests of public safety. In certifying that a lorry is not fit for use, the examiner shall state his reasons therefor."
"Examination of hiring cars, c, before issue of revenue licences.",196,7,,,"The registered owner of any hiring car, motor coach, motor hearse, motor ambulance or lorry, which is certified, after examination under the preceding provisions of this section, to be unfit for use, may, on payment of the prescribed fee, appeal to the Commissioner against such certification; and the decision of the Commissioner on any such appeal shall be final and conclusive."
Yearly examination and certification in respect of vehicles of the Sri Lanka Central Transport Board or any Regional Transport Board,196A,,,,"Notwithstanding anything to the contrary in section 196, the yearly examination and certification, prior to the issue of a licence, of such motor vehicle as is referred to in section 29, shall, in the case of a motor vehicle belonging to the Sri Lanka Central Transport Board or any Regional Transport Board, be carried out by an officer authorized in that behalf by the Board and any certificate of fitness issued by such officer in respect of any such vehicle shall, for the purposes of this Act, be deemed to be a certificate issued under section 196."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,1,,,"This section shall apply to all motor vehicles of the following classes or descriptions, namely, hiring cars, motor coaches and lorries, and the expression "" motor vehicle to which this section applies "" whenever it occurs therein shall be construed accordingly."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,2,,,"The licensing authority of any area, within which any motor vehicle to which this section applies is used, may, if he has reason to suspect that the vehicle is unfit for use, by a written order direct the registered owner thereof to produce it for examination at a time and place specified in the order."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,3,,,Where any order made in respect of a motor vehicle under subsection (2) is not complied with by the registered owner the licensing authority may in his discretion by written notice prohibit the use of that vehicle until it is produced for examination at such time and place as may be specified in the notice or at any such other time and place as may be appointed by the licensing authority on application made in that behalf by the registered owner.
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,4,,,"Where a motor vehicle to which this section applies is found upon examination to be unfit for use, the examiner shall annex to his report a full list of all defects found by him in the vehicle and shall deliver or transmit a copy of the report and the list to the registered owner, to the licensing authority and to the Commissioner."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,5,,,"Where the finding of the examiner after the examination of any motor vehicle under subsection (4) is that it is unfit for use the licensing authority shall by a written notice prohibit the use of that vehicle, until all necessary repairs, adjustments or alterations are effected and an examiner certifies to the licensing authority after further examination that the vehicle is fit for use."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,6,,,"The registered owner of any motor vehicle to which this section applies and the use of which is prohibited by notice under subsection (5), may appeal to the Commissioner against the finding of the examiner, whether after the first examination referred to in subsection (4) or after the further examination referred to in subsection (5), that the vehicle is unfit for use."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,7,,,"Upon any appeal under subsection (6), the Commissioner may in his discretion cause the motor vehicle to which the appeal relates to be examined by any examiner other than the examiner against whose finding the appeal is preferred and may either confirm that finding, or reverse that finding and certify that the vehicle is fit for use. The decision of the Commissioner on any such appeal shall be final and conclusive."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,8,,,"Where any motor vehicle to which this section applies and the use of which has been prohibited by a notice under subsection (5), is certified by an examiner after the further examination referred to in that subsection or by the Commissioner under subsection (7), to be fit for use the licensing authority by whom the notice was issued shall revoke the notice."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,9,,,"Where the use of a motor vehicle to which this section applies has been prohibited by a notice under subsection (5), no person shall use that vehicle, or cause or permit that vehicle to be used, until the notice is revoked under subsection (8)."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,10,,,"Every examination of a motor vehicle under this section shall be carried out by an examiner, and no examiner shall carry out any such examination except at the request of the licensing authority or the Commissioner."
"Examination of hiring cars, motor coaches and lorries and prohibition of use thereof.",197,11,,,The registered owner of every motor vehicle examined under this section shall pay a prescribed fee for each examination carried out for the purposes of subsection (4) or subsection (5) or subsection (7).
Inspection of lorries and prohibition promotion of use,198,1,,,"An examiner shall at any time, on production if so required of his authority, be entitled to enter and inspect any lorry, and for that purpose to stop the lorry, and to detain the lorry during such time as is required for the inspection, and may at any time which is reasonable, having regard to the circumstances of the case, enter any premises on which he has reason to believe that a lorry is kept. If any person obstructs an examiner in the performance of his duty or where required so to do fails to stop the lorry, he shall be guilty of an offence under this Act."
Inspection of lorries and prohibition promotion of use,198,2,,,"If, on the inspection of a lorry under subsection (1) it appears to the examiner that the lorry, owing to any defects therein, is, or likely to become, unfit for service until the defects have been remedied, he may prohibit the use of the lorry :"
Inspection of lorries and prohibition promotion of use,198,2,,,"Provided that, where in the opinion of the examiner the defects are such as can be remedied within any period not exceeding ten days and are not defects which involve immediate risk to public safety, the prohibition shall not come into operation before the expiration of that period, and shall not come into operation upon the expiration of that period if any examiner, being satisfied that the defects have been or are in the course of being remedied, withdraws the prohibition before the expiration of that period."
Inspection of lorries and prohibition promotion of use,198,3,,,"Where under this section an examiner prohibits the use of a lorry as aforesaid, he shall forthwith give notice in the prescribed form of the prohibition to the registered owner of the lorry, the person in charge thereof at the time of the inspection, and to the Commissioner."
Inspection of lorries and prohibition promotion of use,198,3,,,"In the case of a prohibition on the ground of such defects as are specified in the proviso to the last foregoing subsection a notice given under this subsection shall specify the period within which the defects can, in the opinion of the examiner, be remedied."
Inspection of lorries and prohibition promotion of use,198,4,,,"Subject as provided in subsection (2) of this section, a prohibition under this section shall become operative as soon as notice thereof has been given either to the registered owner, or to the person in charge of the lorry, and shall thereafter continue in force until it is removed in accordance with the provisions hereinafter contained."
Inspection of lorries and prohibition promotion of use,198,5,,,A prohibition under this section which has become operative may be removed by any examiner if he is satisfied that the lorry is fit for service.
Inspection of lorries and prohibition promotion of use,198,6,,,"A person aggrieved by the refusal of an examiner to remove a prohibition may make application to the Commissioner to have the lorry inspected by an officer authorized in that behalf in writing by the Commissioner, and, where any such application is made, such officer, on the matter being referred to him, shall, if he considers that the lorry is fit for service, remove the prohibition."
Inspection of lorries and prohibition promotion of use,198,7,,,"A person aggrieved by the refusal of an officer authorized by the Commissioner to remove a prohibition may, within the prescribed time and in the prescribed manner, appeal to the Commissioner, who shall have power to make such order on the appeal as he thinks fit, and any such order shall be binding on such officer."
Inspection of lorries and prohibition promotion of use,198,8,,,"Where any examiner or an officer authorized by the Commissioner withdraws or removes a prohibition, he shall forthwith give notice of the withdrawal or removal to the registered owner of the lorry and to the Commissioner."
Inspection of lorries and prohibition promotion of use,198,9,,,"No person shall use a lorry or cause or permit a lorry to be used, at any time whilst a prohibition under this section is operative in relation to the lorry."
Inspection of lorries and prohibition promotion of use,198,10,,,"A person who is convicted of an offence under this Act by reason of a contravention of the provisions of subsection (9) shall be liable to a fine not exceeding two hundred and fifty rupees in the case of a first offence, and in the case of a second or subsequent offence, to a fine not exceeding five hundred rupees or to imprisonment of either description for a term not exceeding three months or to both such fine and imprisonment."
Power to ascertain the laden weight of lorries and number of persons or passengers carried on motor vehicles,199,1,,,"For the purpose of ascertaining the total laden weight of any lorry, any examiner may at any time, on the production if so required of his authority, stop any lorry on a highway and may thereupon take reasonable steps to ascertain the laden weight of the lorry, whether by the use of wheel weighers, weighbridge, or other machine for weighing motor vehicles, and may for that purpose require the person for the time being in charge of the lorry to drive it or permit it to be driven to the nearest wheel weigher, weighbridge or other machine as aforesaid."
Power to ascertain the laden weight of lorries and number of persons or passengers carried on motor vehicles,199,2,,,"For the purpose of ascertaining the number of persons or passengers, as the case may be, carried in any motor vehicle, an examiner may, on the production if so required of his authority, stop that vehicle on any highway and may thereupon take all reasonable steps as may be necessary for that purpose."
Power to ascertain the laden weight of lorries and number of persons or passengers carried on motor vehicles,199,3,,,"Where any lorry is weighed for the purposes of subsection (1), it shall be the duty of every person on that lorry, if required so to do, to alight from the lorry before it is weighed."
Power to ascertain the laden weight of lorries and number of persons or passengers carried on motor vehicles,199,4,,,"Where any lorry is weighed laden under subsection (1) the amount of the difference between the weight of lorry when laden and the tare of the lorry as specified in the lorry licence for the time being in force therefor shall be deemed, until the contrary is proved, to be the weight of the goods carried thereon."
Power to ascertain the laden weight of lorries and number of persons or passengers carried on motor vehicles,199,5,,,"The preceding provisions of this section shall apply in relation to a certifying officer and a police officer as they apply to an examiner, except that it shall not be necessary for a police officer to produce any authority."
